('a', 'a', 'n')
('v', 'v', 'd')
('v', 'v', 'e')
('v', 'v', 'f')
('v', 'v', 'i')
('v', 'v', 'm')
('v', 'v', 'n')
('v', 'v', 'ng')
('v', 'v', 'nr')
('v', 'v', 'ns')
('v', 'v', 'p')
('v', 'v', 'q')
('v', 'v', 'r')
('v', 'v', 't')
('v', 'v', 'ud')
('v', 'v', 'ug')
('v', 'v', 'uj')
('v', 'v', 'ul')
('v', 'v', 'uv')
('v', 'v', 'v')
('v', 'v', 'vg')
('v', 'v', 'vn')
('v', 'v', 'x')
('v', 'v', 'y')
('v', 'v', 'zg')
('v', 'vg', 'n')
('v', 'vg', 'r')
('v', 'vg', 'v')
('v', 'vn', 'b')
('v', 'vn', 'n')
('v', 'vn', 'r')
('v', 'vn', 'v')
('v', 'vn', 'x')
('v', 'x', 'a')
('v', 'x', 'ad')
('v', 'x', 'b')
('v', 'x', 'c')
('v', 'x', 'd')
('v', 'x', 'e')
('v', 'x', 'f')
('v', 'x', 'i')
('v', 'x', 'l')
('v', 'x', 'm')
('v', 'x', 'n')
('v', 'x', 'nr')
('v', 'x', 'o')
('v', 'x', 'p')
('v', 'x', 'r')
('v', 'x', 's')
('v', 'x', 't')
('v', 'x', 'v')
('v', 'x', 'vn')
('v', 'x', 'x')
('v', 'x', 'yg')
('v', 'x', 'z')
('v', 'x', 'zg')
('v', 'y', 'n')
('v', 'y', 'uj')
('v', 'y', 'x')
('v', 'yg', 'ng')
('v', 'z', 'x')
('v', 'zg', 'a')
('v', 'zg', 'c')
('v', 'zg', 'd')
('v', 'zg', 'n')
('v', 'zg', 'nr')
('v', 'zg', 'q')
('v', 'zg', 'r')
('v', 'zg', 'tg')
('v', 'zg', 'v')
('v', 'zg', 'x')
('v', 'zg', 'y')
('vd', 'ul', 'm')
('vd', 'uv', 'v')
('vd', 'v', 'uv')
('vg', 'a', 'v')
('vg', 'n', 'n')
('vg', 'n', 'v')
('vg', 'ng', 'd')
('vg', 'p', 'q')
('vg', 'p', 'r')
('vg', 'q', 'x')
('vg', 'r', 'a')
('vg', 'r', 'n')
('vg', 'r', 'q')
('vg', 'ud', 'y')
('vg', 'ul', 'm')
('vg', 'ul', 'q')
('vg', 'v', 'q')
('vg', 'v', 'r')
('vg', 'v', 'uj')
('vg', 'v', 'v')
('vg', 'v', 'x')
('vg', 'x', 'p')
('vg', 'y', 'uj')
('vg', 'zg', 'd')
('vg', 'zg', 'v')
('vg', 'zg', 'x')
('vn', 'a', 'uj')
('vn', 'b', 'uj')
('vn', 'c', 'n')
('vn', 'd', 'a')
('vn', 'd', 'c')
('vn', 'd', 'v')
('vn', 'f', 'v')
('vn', 'm', 'x')
('vn', 'n', 'a')
('vn', 'n', 'n')
('vn', 'n', 'p')
('vn', 'n', 'r')
('vn', 'n', 'v')
('vn', 'n', 'x')
('vn', 'p', 'v')
('vn', 'r', 'uj')
('vn', 'r', 'x')
('vn', 'u', 'n')
('vn', 'u', 'nr')
('vn', 'ud', 'd')
('vn', 'ug', 'ul')
('vn', 'uj', 'd')
('vn', 'uj', 'n')
('vn', 'ul', 'x')
('vn', 'v', 'n')
('vn', 'v', 'r')
('vn', 'v', 'v')
('vn', 'v', 'vn')
('vn', 'v', 'x')
('vn', 'x', 'a')
('vn', 'x', 'ad')
('vn', 'x', 'c')
('vn', 'x', 'd')
('vn', 'x', 'm')
('vn', 'x', 'n')
('vn', 'x', 'r')
('vn', 'x', 'v')
('vn', 'x', 'x')
('x', 'a', 'd')
('x', 'a', 'm')
('x', 'a', 'n')
('x', 'a', 'p')
('x', 'a', 'q')
('x', 'a', 'r')
('x', 'a', 'uj')
('x', 'a', 'v')
('x', 'a', 'y')
('x', 'a', 'zg')
('x', 'ad', 'n')
('x', 'ad', 'uv')
('x', 'ad', 'v')
('x', 'b', 'l')
('x', 'b', 'n')
('x', 'b', 'p')
('x', 'b', 'uj')
('x', 'c', 'a')
('x', 'c', 'ad')
('x', 'c', 'c')
('x', 'c', 'd')
('x', 'c', 'eng')
('x', 'c', 'f')
('x', 'c', 'j')
('x', 'c', 'l')
('x', 'c', 'm')
('x', 'c', 'n')
('x', 'c', 'ng')
('x', 'c', 'ns')
('x', 'c', 'nz')
('x', 'c', 'p')
('x', 'c', 'r')
('x', 'c', 'rr')
('x', 'c', 's')
('x', 'c', 't')
('x', 'c', 'v')
('x', 'c', 'vn')
('x', 'c', 'x')
('x', 'c', 'y')
('x', 'c', 'z')
('x', 'c', 'zg')
('x', 'd', 'a')
('x', 'd', 'ad')
('x', 'd', 'c')
('x', 'd', 'd')
('x', 'd', 'h')
('x', 'd', 'l')
('x', 'd', 'm')
('x', 'd', 'n')
('x', 'd', 'nr')
('x', 'd', 'p')
('x', 'd', 'r')
('x', 'd', 't')
('x', 'd', 'ul')
('x', 'd', 'uv')
('x', 'd', 'v')
('x', 'd', 'x')
('x', 'df', 'p')
('x', 'e', 'e')
('x', 'e', 'x')
('x', 'eng', 'd')
('x', 'eng', 'v')
('x', 'eng', 'x')
('x', 'f', 'd')
('x', 'f', 'm')
('x', 'f', 'ns')
('x', 'f', 'r')
('x', 'f', 'uj')
('x', 'f', 'v')
('x', 'f', 'z')
('x', 'i', 'n')
('x', 'i', 'uj')
('x', 'i', 'uv')
('x', 'i', 'v')
('x', 'i', 'x')
('x', 'l', 'd')
('x', 'l', 'n')
('x', 'l', 'x')
('x', 'm', 'd')
('x', 'm', 'i')
('x', 'm', 'l')
('x', 'm', 'm')
('x', 'm', 'n')
('x', 'm', 'nr')
('x', 'm', 'p')
('x', 'm', 'ul')
('x', 'm', 'v')
('x', 'm', 'vg')
('x', 'm', 'x')
('x', 'm', 'y')
('x', 'm', 'zg')
('x', 'mq', 'p')
('x', 'mq', 'v')
('x', 'n', 'b')
('x', 'n', 'c')
('x', 'n', 'd')
('x', 'n', 'f')
('x', 'n', 'i')
('x', 'n', 'k')
('x', 'n', 'm')
('x', 'n', 'n')
('x', 'n', 'ng')
('x', 'n', 'o')
('x', 'n', 'p')
('x', 'n', 'r')
('x', 'n', 'uj')
('x', 'n', 'uv')
('x', 'n', 'v')
('x', 'n', 'vn')
('x', 'n', 'x')
('x', 'n', 'y')
('x', 'n', 'yg')
('x', 'n', 'zg')
('x', 'ng', 'c')
('x', 'nr', 'd')
('x', 'nr', 'n')
('x', 'nr', 'p')
('x', 'nr', 'r')
('x', 'nr', 'v')
('x', 'nr', 'x')
('x', 'nr', 'zg')
('x', 'ns', 'b')
('x', 'ns', 'uj')
('x', 'ns', 'x')
('x', 'nt', 'v')
('x', 'nz', 'f')
('x', 'o', 'x')
('x', 'p', 'a')
('x', 'p', 'b')
('x', 'p', 'c')
('x', 'p', 'd')
('x', 'p', 'm')
('x', 'p', 'n')
('x', 'p', 'nr')
('x', 'p', 'p')
('x', 'p', 'r')
('x', 'p', 's')
('x', 'p', 'ul')
('x', 'p', 'v')
('x', 'p', 'x')
('x', 'r', 'a')
('x', 'r', 'ad')
('x', 'r', 'b')
('x', 'r', 'c')
('x', 'r', 'd')
('x', 'r', 'f')
('x', 'r', 'i')
('x', 'r', 'l')
('x', 'r', 'm')
('x', 'r', 'n')
('x', 'r', 'nr')
('x', 'r', 'p')
('x', 'r', 'r')
('x', 'r', 't')
('x', 'r', 'ud')
('x', 'r', 'uj')
('x', 'r', 'v')
('x', 'r', 'x')
('x', 'r', 'y')
('x', 's', 'b')
('x', 's', 'd')
('x', 's', 'n')
('x', 's', 'v')
('x', 't', 'c')
('x', 't', 'd')
('x', 't', 'n')
('x', 't', 't')
('x', 't', 'v')
('x', 't', 'x')
('x', 't', 'y')
('x', 'u', 'n')
('x', 'u', 'r')
('x', 'u', 'x')
('x', 'uj', 'v')
('x', 'v', 'a')
('x', 'v', 'ad')
('x', 'v', 'b')
('x', 'v', 'c')
('x', 'v', 'd')
('x', 'v', 'f')
('x', 'v', 'i')
('x', 'v', 'm')
('x', 'v', 'n')
('x', 'v', 'ng')
('x', 'v', 'nr')
('x', 'v', 'ns')
('x', 'v', 'p')
('x', 'v', 'q')
('x', 'v', 'r')
('x', 'v', 't')
('x', 'v', 'ug')
('x', 'v', 'uj')
('x', 'v', 'ul')
('x', 'v', 'uv')
('x', 'v', 'v')
('x', 'v', 'x')
('x', 'v', 'y')
('x', 'v', 'zg')
('x', 'vg', 'a')
('x', 'vg', 'y')
('x', 'vn', 'u')
('x', 'vn', 'v')
('x', 'vn', 'x')
('x', 'x', 'a')
('x', 'x', 'c')
('x', 'x', 'd')
('x', 'x', 'e')
('x', 'x', 'eng')
('x', 'x', 'l')
('x', 'x', 'm')
('x', 'x', 'n')
('x', 'x', 'ng')
('x', 'x', 'ns')
('x', 'x', 'nt')
('x', 'x', 'p')
('x', 'x', 'r')
('x', 'x', 't')
('x', 'x', 'u')
('x', 'x', 'v')
('x', 'x', 'x')
('x', 'x', 'zg')
('x', 'yg', 'j')
('x', 'yg', 'q')
('x', 'yg', 'v')
('x', 'z', 'e')
('x', 'z', 'n')
('x', 'zg', 'c')
('x', 'zg', 'd')
('x', 'zg', 'l')
('x', 'zg', 'm')
('x', 'zg', 'n')
('x', 'zg', 'nrt')
('x', 'zg', 'r')
('x', 'zg', 'v')
('x', 'zg', 'x')
('y', 'c', 'x')
('y', 'd', 'd')
('y', 'd', 'n')
('y', 'd', 'v')
('y', 'j', 'n')
('y', 'j', 'p')
('y', 'm', 'q')
('y', 'm', 'v')
('y', 'n', 'v')
('y', 'n', 'z')
('y', 'nr', 'd')
('y', 'o', 'uj')
('y', 'q', 'x')
('y', 'r', 'a')
('y', 'r', 'd')
('y', 'r', 'm')
('y', 'r', 'v')
('y', 'r', 'y')
('y', 'u', 'v')
('y', 'ug', 'x')
('y', 'uj', 'a')
('y', 'uj', 'i')
('y', 'uj', 'n')
('y', 'uj', 'ng')
('y', 'uj', 'q')
('y', 'uj', 'r')
('y', 'uj', 'ug')
('y', 'uj', 'v')
('y', 'uj', 'vg')
('y', 'uj', 'x')
('y', 'ul', 'm')
('y', 'ul', 'n')
('y', 'ul', 'x')
('y', 'uv', 'v')
('y', 'v', 'c')
('y', 'v', 'd')
('y', 'v', 'n')
('y', 'v', 'q')
('y', 'v', 'r')
('y', 'v', 't')
('y', 'v', 'u')
('y', 'v', 'uj')
('y', 'v', 'v')
('y', 'x', 'c')
('y', 'x', 'd')
('y', 'x', 'f')
('y', 'x', 'n')
('y', 'x', 'nr')
('y', 'x', 'p')
('y', 'x', 'r')
('y', 'x', 't')
('y', 'x', 'v')
('y', 'x', 'x')
('y', 'y', 'uj')
('y', 'y', 'uv')
('y', 'y', 'x')
('yg', 'd', 'd')
('yg', 'd', 'uj')
('yg', 'd', 'v')
('yg', 'j', 'u')
('yg', 'm', 'n')
('yg', 'm', 'u')
('yg', 'm', 'v')
('yg', 'n', 'q')
('yg', 'n', 'v')
('yg', 'ng', 'x')
('yg', 'p', 'p')
('yg', 'p', 'v')
('yg', 'q', 'v')
('yg', 'r', 'q')
('yg', 'v', 'n')
('yg', 'v', 'v')
('yg', 'v', 'x')
('z', 'e', 'x')
('z', 'm', 'uj')
('z', 'n', 'n')
('z', 'n', 'x')
('z', 'uj', 'n')
('z', 'uv', 'm')
('z', 'uv', 'p')
('z', 'uv', 'v')
('z', 'v', 'd')
('z', 'v', 'x')
('z', 'x', 'ng')
('z', 'x', 'v')
('z', 'x', 'x')
('z', 'z', 'x')
('zg', 'a', 'ng')
('zg', 'a', 'v')
('zg', 'ad', 'v')
('zg', 'c', 'd')
('zg', 'c', 'nz')
('zg', 'c', 'r')
('zg', 'd', 'a')
('zg', 'd', 'ad')
('zg', 'd', 'c')
('zg', 'd', 'd')
('zg', 'd', 'j')
('zg', 'd', 'n')
('zg', 'd', 'p')
('zg', 'd', 'r')
('zg', 'd', 'ul')
('zg', 'd', 'v')
('zg', 'd', 'x')
('zg', 'f', 'v')
('zg', 'f', 'x')
('zg', 'i', 'uj')
('zg', 'i', 'uv')
('zg', 'l', 'y')
('zg', 'm', 'a')
('zg', 'm', 'd')
('zg', 'm', 'uj')
('zg', 'm', 'x')
('zg', 'n', 'a')
('zg', 'n', 'd')
('zg', 'n', 'n')
('zg', 'n', 'q')
('zg', 'n', 'uj')
('zg', 'n', 'v')
('zg', 'n', 'x')
('zg', 'n', 'y')
('zg', 'ng', 'x')
('zg', 'nr', 'n')
('zg', 'nr', 'x')
('zg', 'nrt', 'uv')
('zg', 'o', 'x')
('zg', 'q', 'q')
('zg', 'q', 'uj')
('zg', 'q', 'x')
('zg', 'r', 'c')
('zg', 'r', 'd')
('zg', 'r', 'n')
('zg', 'r', 'uj')
('zg', 'r', 'v')
('zg', 'r', 'x')
('zg', 'tg', 'p')
('zg', 'v', 'a')
('zg', 'v', 'd')
('zg', 'v', 'k')
('zg', 'v', 'm')
('zg', 'v', 'n')
('zg', 'v', 'ng')
('zg', 'v', 'nr')
('zg', 'v', 'p')
('zg', 'v', 'r')
('zg', 'v', 'tg')
('zg', 'v', 'u')
('zg', 'v', 'uj')
('zg', 'v', 'v')
('zg', 'v', 'x')
('zg', 'v', 'zg')
('zg', 'vg', 'n')
('zg', 'vn', 'ud')
('zg', 'vn', 'x')
('zg', 'x', 'a')
('zg', 'x', 'c')
('zg', 'x', 'd')
('zg', 'x', 'f')
('zg', 'x', 'm')
('zg', 'x', 'n')
('zg', 'x', 'nr')
('zg', 'x', 'p')
('zg', 'x', 'r')
('zg', 'x', 'v')
('zg', 'x', 'x')
('zg', 'y', 'r')
('zg', 'y', 'uj')
